yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2015,AL,Alabama,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,AL,Alabama,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,AL,Alabama,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.8
2015,AR,Arkansas,Female,Female,,Percent of students in grades 9-12 who have obesity,14.7
2015,AR,Arkansas,,9th,9th,Percent of students in grades 9-12 who have obesity,16.4
2015,AR,Arkansas,,10th,10th,Percent of students in grades 9-12 who have obesity,18.1
2015,AR,Arkansas,,11th,11th,Percent of students in grades 9-12 who have obesity,17.9
2015,AR,Arkansas,,12th,12th,Percent of students in grades 9-12 who have obesity,18.8
2015,AR,Arkansas,Male,Male,,Percent of students in grades 9-12 who have obesity,21.3
2015,AR,Arkansas,,Total,,Percent of students in grades 9-12 who have obesity,18.0
2015,AR,Arkansas,,2 or more races,,Percent of students in grades 9-12 who have obesity,17.8
2015,AR,Arkansas,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,AR,Arkansas,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,13.0
2015,AR,Arkansas,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.3
2015,AR,Arkansas,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,AR,Arkansas,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,AR,Arkansas,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,19.3
2015,AZ,Arizona,Female,Female,,Percent of students in grades 9-12 who have obesity,7.0
2015,AZ,Arizona,,9th,9th,Percent of students in grades 9-12 who have obesity,11.9
2015,AZ,Arizona,,10th,10th,Percent of students in grades 9-12 who have obesity,10.2
2015,AZ,Arizona,,11th,11th,Percent of students in grades 9-12 who have obesity,10.2
2015,AZ,Arizona,,12th,12th,Percent of students in grades 9-12 who have obesity,11.2
2015,AZ,Arizona,Male,Male,,Percent of students in grades 9-12 who have obesity,14.5
2015,AZ,Arizona,,Total,,Percent of students in grades 9-12 who have obesity,10.9
2015,AZ,Arizona,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,AZ,Arizona,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,AZ,Arizona,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,AZ,Arizona,,Hispanic,,Percent of students in grades 9-12 who have obesity,11.5
2015,AZ,Arizona,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,AZ,Arizona,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,24.0
2015,AZ,Arizona,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.0
2015,CA,California,Female,Female,,Percent of students in grades 9-12 who have obesity,9.2
2015,CA,California,,9th,9th,Percent of students in grades 9-12 who have obesity,12.4
2015,CA,California,,10th,10th,Percent of students in grades 9-12 who have obesity,14.3
2015,CA,California,,11th,11th,Percent of students in grades 9-12 who have obesity,13.4
2015,CA,California,,12th,12th,Percent of students in grades 9-12 who have obesity,15.5
2015,CA,California,Male,Male,,Percent of students in grades 9-12 who have obesity,18.5
2015,CA,California,,Total,,Percent of students in grades 9-12 who have obesity,13.9
2015,CA,California,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,CA,California,,Asian,,Percent of students in grades 9-12 who have obesity,8.0
2015,CA,California,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,CA,California,,Hispanic,,Percent of students in grades 9-12 who have obesity,18.6
2015,CA,California,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,CA,California,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,CA,California,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,9.4
2015,CO,Colorado,Female,Female,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,9th,9th,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,10th,10th,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,11th,11th,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,12th,12th,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,Male,Male,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Total,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,CO,Colorado,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2015,CT,Connecticut,Female,Female,,Percent of students in grades 9-12 who have obesity,9.3
2015,CT,Connecticut,,9th,9th,Percent of students in grades 9-12 who have obesity,14.0
2015,CT,Connecticut,,10th,10th,Percent of students in grades 9-12 who have obesity,11.2
2015,CT,Connecticut,,11th,11th,Percent of students in grades 9-12 who have obesity,10.3
2015,CT,Connecticut,,12th,12th,Percent of students in grades 9-12 who have obesity,13.0
2015,CT,Connecticut,Male,Male,,Percent of students in grades 9-12 who have obesity,15.2
2015,CT,Connecticut,,Total,,Percent of students in grades 9-12 who have obesity,12.3
2015,CT,Connecticut,,2 or more races,,Percent of students in grades 9-12 who have obesity,14.6
2015,CT,Connecticut,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,CT,Connecticut,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,12.5
2015,CT,Connecticut,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.7
2015,CT,Connecticut,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,CT,Connecticut,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,CT,Connecticut,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.1
2015,DC,District of Columbia,Female,Female,,Percent of students in grades 9-12 who have obesity,14.4
2015,DC,District of Columbia,,9th,9th,Percent of students in grades 9-12 who have obesity,14.4
2015,DC,District of Columbia,,10th,10th,Percent of students in grades 9-12 who have obesity,14.9
2015,DC,District of Columbia,,11th,11th,Percent of students in grades 9-12 who have obesity,15.7
2015,DC,District of Columbia,,12th,12th,Percent of students in grades 9-12 who have obesity,15.9
2015,DC,District of Columbia,Male,Male,,Percent of students in grades 9-12 who have obesity,15.9
2015,DC,District of Columbia,,Total,,Percent of students in grades 9-12 who have obesity,15.1
2015,DC,District of Columbia,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.0
2015,DC,District of Columbia,,Asian,,Percent of students in grades 9-12 who have obesity,9.9
2015,DC,District of Columbia,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.7
2015,DC,District of Columbia,,Hispanic,,Percent of students in grades 9-12 who have obesity,17.0
2015,DC,District of Columbia,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,DC,District of Columbia,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,17.5
2015,DC,District of Columbia,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,2.6
2015,DE,Delaware,Female,Female,,Percent of students in grades 9-12 who have obesity,13.3
2015,DE,Delaware,,9th,9th,Percent of students in grades 9-12 who have obesity,14.9
2015,DE,Delaware,,10th,10th,Percent of students in grades 9-12 who have obesity,15.1
2015,DE,Delaware,,11th,11th,Percent of students in grades 9-12 who have obesity,15.1
2015,DE,Delaware,,12th,12th,Percent of students in grades 9-12 who have obesity,18.4
2015,DE,Delaware,Male,Male,,Percent of students in grades 9-12 who have obesity,18.1
2015,DE,Delaware,,Total,,Percent of students in grades 9-12 who have obesity,15.8
2015,DE,Delaware,,2 or more races,,Percent of students in grades 9-12 who have obesity,9.5
2015,DE,Delaware,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,DE,Delaware,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.6
2015,DE,Delaware,,Hispanic,,Percent of students in grades 9-12 who have obesity,16.3
2015,DE,Delaware,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,DE,Delaware,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,DE,Delaware,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.7
2015,FL,Florida,Female,Female,,Percent of students in grades 9-12 who have obesity,8.7
2015,FL,Florida,,9th,9th,Percent of students in grades 9-12 who have obesity,12.7
2015,FL,Florida,,10th,10th,Percent of students in grades 9-12 who have obesity,12.4
2015,FL,Florida,,11th,11th,Percent of students in grades 9-12 who have obesity,11.8
2015,FL,Florida,,12th,12th,Percent of students in grades 9-12 who have obesity,12.1
2015,FL,Florida,Male,Male,,Percent of students in grades 9-12 who have obesity,15.8
2015,FL,Florida,,Total,,Percent of students in grades 9-12 who have obesity,12.3
2015,FL,Florida,,2 or more races,,Percent of students in grades 9-12 who have obesity,14.4
2015,FL,Florida,,Asian,,Percent of students in grades 9-12 who have obesity,4.2
2015,FL,Florida,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,15.9
2015,FL,Florida,,Hispanic,,Percent of students in grades 9-12 who have obesity,12.4
2015,FL,Florida,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,FL,Florida,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,FL,Florida,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.7
2015,GA,Georgia,Female,Female,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,9th,9th,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,10th,10th,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,11th,11th,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,12th,12th,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,Male,Male,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Total,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,GA,Georgia,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2015,GU,Guam,Female,Female,,Percent of students in grades 9-12 who have obesity,16.4
2015,GU,Guam,,9th,9th,Percent of students in grades 9-12 who have obesity,21.6
2015,GU,Guam,,10th,10th,Percent of students in grades 9-12 who have obesity,24.2
2015,GU,Guam,,11th,11th,Percent of students in grades 9-12 who have obesity,16.5
2015,GU,Guam,,12th,12th,Percent of students in grades 9-12 who have obesity,17.6
2015,GU,Guam,Male,Male,,Percent of students in grades 9-12 who have obesity,23.7
2015,GU,Guam,,Total,,Percent of students in grades 9-12 who have obesity,20.4
2015,GU,Guam,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.4
2015,GU,Guam,,Asian,,Percent of students in grades 9-12 who have obesity,14.8
2015,GU,Guam,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,GU,Guam,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2015,GU,Guam,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,23.4
2015,GU,Guam,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,GU,Guam,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2015,HI,Hawaii,Female,Female,,Percent of students in grades 9-12 who have obesity,8.1
2015,HI,Hawaii,,9th,9th,Percent of students in grades 9-12 who have obesity,13.7
2015,HI,Hawaii,,10th,10th,Percent of students in grades 9-12 who have obesity,12.5
2015,HI,Hawaii,,11th,11th,Percent of students in grades 9-12 who have obesity,12.6
2015,HI,Hawaii,,12th,12th,Percent of students in grades 9-12 who have obesity,12.4
2015,HI,Hawaii,Male,Male,,Percent of students in grades 9-12 who have obesity,17.6
2015,HI,Hawaii,,Total,,Percent of students in grades 9-12 who have obesity,12.9
2015,HI,Hawaii,,2 or more races,,Percent of students in grades 9-12 who have obesity,9.8
2015,HI,Hawaii,,Asian,,Percent of students in grades 9-12 who have obesity,11.9
2015,HI,Hawaii,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,HI,Hawaii,,Hispanic,,Percent of students in grades 9-12 who have obesity,14.4
2015,HI,Hawaii,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,18.5
2015,HI,Hawaii,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,HI,Hawaii,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,6.2
2015,IA,Iowa,Female,Female,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,9th,9th,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,10th,10th,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,11th,11th,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,12th,12th,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,Male,Male,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Total,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Asian,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2015,IA,Iowa,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2015,ID,Idaho,Female,Female,,Percent of students in grades 9-12 who have obesity,7.4
2015,ID,Idaho,,9th,9th,Percent of students in grades 9-12 who have obesity,11.2
2015,ID,Idaho,,10th,10th,Percent of students in grades 9-12 who have obesity,12.6
2015,ID,Idaho,,11th,11th,Percent of students in grades 9-12 who have obesity,11.1
2015,ID,Idaho,,12th,12th,Percent of students in grades 9-12 who have obesity,9.4
2015,ID,Idaho,Male,Male,,Percent of students in grades 9-12 who have obesity,14.5
2015,ID,Idaho,,Total,,Percent of students in grades 9-12 who have obesity,11.1
2015,ID,Idaho,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2015,ID,Idaho,,Asian,,Percent of students in grades 9-12 who have obesity,
